SubID,Include,Exclusion_reason,Counting,Task,Trial,response,scorenotes,accuracy
BABSYN415,1,NA,yes,Forward,4to9,"1, 2, 3, 4, 5, 6, 7, 8, 9",Started counting from smaller #,0
BABSYN415,1,NA,yes,Forward,5to7,"1, 2, 3, 4, 5, 6, 7",Started counting from smaller #,0
BABSYN415,1,NA,yes,Forward,6to12,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",Started counting from smaller #,0
BABSYN415,1,NA,yes,next,target23,7,NA,0
BABSYN415,1,NA,yes,next,target29,40,NA,0
BABSYN415,1,NA,yes,next,target37,40,NA,0
BABSYN415,1,NA,yes,next,target40,7,NA,0
BABSYN415,1,NA,yes,next,target59,10,NA,0
BABSYN415,1,NA,yes,next,target62,2,NA,0
BABSYN415,1,NA,yes,next,target70,41,NA,0
BABSYN415,1,NA,yes,next,target86,12,NA,0
BABSYN415,1,NA,yes,skip,by10s,"1, 2, 3, 4",Started counting from # other than beginning of sequence,0
BABSYN415,1,NA,yes,skip,by2s,"1, 2, 3, 4, 5, 6",Started counting from # other than beginning of sequence,0
BABSYN415,1,NA,yes,skip,by5s,"1, 2, 3, 4, 5",Started counting from # other than beginning of sequence,0
BABSYN416,1,NA,yes,Backward,13to9,"13, 14, 16",NA,0
BABSYN416,1,NA,yes,Backward,18to14,"18, 17, 16, 14, 18, 29",NA,0
BABSYN416,1,NA,yes,Backward,26to22,"26, 25, 20-30",NA,0
BABSYN416,1,NA,yes,Backward,5to1,"5, 4, 3, 2, 1",Counted all #'s in correct order,1
BABSYN416,1,NA,yes,Backward,7to3,"7, 8, 1",NA,0
BABSYN416,1,NA,yes,Backward,8to4,"8, 7, 8, 7, IDK",NA,0
BABSYN416,1,NA,yes,Forward,18to21,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11",Started counting from smaller #,0
BABSYN416,1,NA,yes,Forward,21to24,"1, 2, 3, 4, 5, 6, 7",Started counting from smaller #,0
BABSYN416,1,NA,yes,Forward,35to39,"1, 2, 3, 4, 5",Started counting from smaller #,0
BABSYN416,1,NA,yes,Forward,4to9,"1, 2, 3, 4, 5, 6, 7, 8, 9",Started counting from smaller #,0
BABSYN416,1,NA,yes,Forward,5to7,"1, 2, 3, 4, 5, 6, 7",Started counting from smaller #,0
BABSYN416,1,NA,yes,Forward,6to12,"1, 2, 3, 4, 5, 6, 7, 8, 9, 110, 11, 12",Started counting from smaller #,0
BABSYN416,1,NA,yes,next,target23,30,NA,0
BABSYN416,1,NA,yes,next,target29,1,NA,0
BABSYN416,1,NA,yes,next,target37,8,NA,0
BABSYN416,1,NA,yes,next,target40,10,NA,0
BABSYN416,1,NA,yes,next,target59,7,NA,0
BABSYN416,1,NA,yes,next,target62,4,NA,0
BABSYN416,1,NA,yes,next,target70,89,NA,0
BABSYN416,1,NA,yes,next,target86,84,NA,0
BABSYN416,1,NA,yes,skip,by10s,"10, 18, 14",NA,0
BABSYN416,1,NA,yes,skip,by2s,"2, 8, 9",NA,0
BABSYN416,1,NA,yes,skip,by5s,"5, 10, 11, 8",NA,0
BABSYN417,1,NA,yes,Backward,13to9,"13, 12, 11, 10, 9",Counted all #'s in correct order,1
BABSYN417,1,NA,yes,Backward,18to14,"16, 15, 14",Counted all #'s in correct order,1
BABSYN417,1,NA,yes,Backward,26to22,"26, 25, 24, 24, 22",Counted all #'s in correct order,1
BABSYN417,1,NA,yes,Backward,5to1,"5, 4, 3, 2, 1",Counted all #'s in correct order,1
BABSYN417,1,NA,yes,Backward,7to3,"7, 6, 5, 4, 3",Counted all #'s in correct order,1
BABSYN417,1,NA,yes,Backward,8to4,"8, 7, 6, 5, 4",Counted all #'s in correct order,1
BABSYN417,1,NA,yes,Forward,18to21,"18, 19, 20, 21",Counted all #'s in correct order,1
BABSYN417,1,NA,yes,Forward,21to24,"21, 22, 23, 24",Counted all #'s in correct order,1
BABSYN417,1,NA,yes,Forward,35to39,"35, 36, 37, 38, 39",Counted all #'s in correct order,1
BABSYN417,1,NA,yes,Forward,4to9,"4, 5, 6, 7, 8, 9",Counted all #'s in correct order,1
BABSYN417,1,NA,yes,Forward,5to7,"5, 6, 7",Counted all #'s in correct order,1
BABSYN417,1,NA,yes,Forward,6to12,"6, 7, 8, 9, 10, 11, 12",Counted all #'s in correct order,1
BABSYN417,1,NA,yes,next,target23,24,NA,1
BABSYN417,1,NA,yes,next,target29,30,NA,1
BABSYN417,1,NA,yes,next,target37,38,NA,1
BABSYN417,1,NA,yes,next,target40,41,NA,1
BABSYN417,1,NA,yes,next,target59,60,NA,1
BABSYN417,1,NA,yes,next,target62,63,NA,1
BABSYN417,1,NA,yes,next,target70,71,NA,1
BABSYN417,1,NA,yes,next,target86,87,NA,1
BABSYN417,1,NA,yes,skip,by10s,"10, 20, 30, 40, 50",Counted all #'s in correct order?,1
BABSYN417,1,NA,yes,skip,by2s,"2, 4, 6, 8, 7",NA,0
BABSYN417,1,NA,yes,skip,by5s,"15, 25, 30, 35",NA,0
BABSYN418,1,NA,yes,Backward,13to9,"13, 12, 17, 18, 19",NA,0
BABSYN418,1,NA,yes,Backward,18to14,"18, 17, 19, 20",NA,0
BABSYN418,1,NA,yes,Backward,26to22,"26, 25, 24, 23, 27",NA,0
BABSYN418,1,NA,yes,Backward,5to1,"5, 4, 3, 2, 1",Counted all #'s in correct order,1
BABSYN418,1,NA,yes,Backward,7to3,"7, 6, 5, 4, 3",Counted all #'s in correct order,1
BABSYN418,1,NA,yes,Backward,8to4,"8, 7, 9, 6, 4",NA,0
BABSYN418,1,NA,yes,Forward,18to21,"18, 14, 15, 16",NA,0
BABSYN418,1,NA,yes,Forward,21to24,"1, 2, 3, 4",Started counting from smaller #,0
BABSYN418,1,NA,yes,Forward,35to39,"35, 6, 7, 8, 9",NA,0
BABSYN418,1,NA,yes,Forward,4to9,"4, 5, 6, 7, 8, 9",Counted all #'s in correct order,1
BABSYN418,1,NA,yes,Forward,5to7,"5, 6, 7",Counted all #'s in correct order,1
BABSYN418,1,NA,yes,Forward,6to12,"6, 7, 8, 9, 10, 11, 12",Counted all #'s in correct order,1
BABSYN418,1,NA,yes,next,target23,24,NA,1
BABSYN418,1,NA,yes,next,target29,20-10,NA,0
BABSYN418,1,NA,yes,next,target37,na,NA,0
BABSYN418,1,NA,yes,next,target40,40,NA,0
BABSYN418,1,NA,yes,next,target59,66,NA,0
BABSYN418,1,NA,yes,next,target62,69,NA,0
BABSYN418,1,NA,yes,next,target70,64,NA,0
BABSYN418,1,NA,yes,next,target86,84,NA,0
BABSYN418,1,NA,yes,skip,by10s,"10, 20, 21, 22",NA,0
BABSYN418,1,NA,yes,skip,by2s,"2, 4, 5, 6, 7",NA,0
BABSYN418,1,NA,yes,skip,by5s,"5, 10, 11, 12",NA,0
BABSYN419,1,NA,yes,Backward,13to9,"13, 12, 13, 12, 11, 12, 13, 14",NA,0
BABSYN419,1,NA,yes,Backward,18to14,"18, 17, 16, fiveteen, 14",NA,0
BABSYN419,1,NA,yes,Backward,26to22,"26, 25,  24, 23, 22",Counted all #'s in correct order,1
BABSYN419,1,NA,yes,Backward,5to1,"5, 4, 3, 2, 1",Counted all #'s in correct order,1
BABSYN419,1,NA,yes,Backward,7to3,"7, 6, 5, 4, 3",Counted all #'s in correct order,1
BABSYN419,1,NA,yes,Backward,8to4,"8, 7, 6, 5, 4",Counted all #'s in correct order,1
BABSYN419,1,NA,yes,Forward,18to21,"92, 93, 94, 95, 96",NA,0
BABSYN419,1,NA,yes,Forward,21to24,"21, 25, 22, 23, 24",NA,0
BABSYN419,1,NA,yes,Forward,35to39,"35, 33, 36, 37, 38, 39",NA,0
BABSYN419,1,NA,yes,Forward,4to9,"4, 5, 6, 7, 8, 9",Counted all #'s in correct order,1
BABSYN419,1,NA,yes,Forward,5to7,"1, 2, 3, 4, 5, 6, 7",Started counting from smaller #,0
BABSYN419,1,NA,yes,Forward,6to12,"6, 5, 6, 7, 8, 9, 10, 11, 12",NA,0
BABSYN419,1,NA,yes,next,target23,24,NA,1
BABSYN419,1,NA,yes,next,target29,100,NA,0
BABSYN419,1,NA,yes,next,target37,38,NA,1
BABSYN419,1,NA,yes,next,target40,30,NA,0
BABSYN419,1,NA,yes,next,target59,100,NA,0
BABSYN419,1,NA,yes,next,target62,63,NA,1
BABSYN419,1,NA,yes,next,target70,80,NA,0
BABSYN419,1,NA,yes,next,target86,87,NA,1
BABSYN419,1,NA,yes,skip,by10s,"10, two 10s, three 10s, four 10s, five 10s",NA,0
BABSYN419,1,NA,yes,skip,by2s,"2, two 2s, three 2s, four 2s, five 2s",NA,0
BABSYN419,1,NA,yes,skip,by5s,"5, 10, 11, 12, 13",NA,0
BABSYN420,1,NA,yes,Backward,13to9,"11,10,9",Counted all #'s in correct order,1
BABSYN420,1,NA,yes,Backward,18to14,"16,15,14",Counted all #'s in correct order,1
BABSYN420,1,NA,yes,Backward,26to22,"24,23,22",Counted all #'s in correct order,1
BABSYN420,1,NA,yes,Backward,5to1,"5,4,3,2,1",Counted all #'s in correct order,1
BABSYN420,1,NA,yes,Backward,7to3,"5,4,3",Counted all #'s in correct order,1
BABSYN420,1,NA,yes,Backward,8to4,"6,5,4,3,2,1",Counted all #'s in correct order,1
BABSYN420,1,NA,yes,Forward,18to21,"18,19,20,21",Counted all #'s in correct order,1
BABSYN420,1,NA,yes,Forward,21to24,"21,22,23,24",Counted all #'s in correct order,1
BABSYN420,1,NA,yes,Forward,35to39,"35,36,37,38,39",Counted all #'s in correct order,1
BABSYN420,1,NA,yes,Forward,4to9,"4,5,6,7,8,9",Counted all #'s in correct order,1
BABSYN420,1,NA,yes,Forward,5to7,"5,6,7",Counted all #'s in correct order,1
BABSYN420,1,NA,yes,Forward,6to12,"6,7,8,9,10,11,12",Counted all #'s in correct order,1
BABSYN420,1,NA,yes,next,target23,24,NA,1
BABSYN420,1,NA,yes,next,target29,30,NA,1
BABSYN420,1,NA,yes,next,target37,38,NA,1
BABSYN420,1,NA,yes,next,target40,41,NA,1
BABSYN420,1,NA,yes,next,target59,60,NA,1
BABSYN420,1,NA,yes,next,target62,63,NA,1
BABSYN420,1,NA,yes,next,target70,71,NA,1
BABSYN420,1,NA,yes,next,target86,87,NA,1
BABSYN420,1,NA,yes,skip,by10s,"30,40,50",Counted all #'s in correct order?,1
BABSYN420,1,NA,yes,skip,by2s,"6,8,10",Counted all #'s in correct order?,1
BABSYN420,1,NA,yes,skip,by5s,"15,20,25",Counted all #'s in correct order?,1
BABSYN421,1,NA,yes,Backward,13to9,"13,5",NA,0
BABSYN421,1,NA,yes,Backward,18to14,NR,NA,0
BABSYN421,1,NA,yes,Backward,26to22,"26,25",NA,0
BABSYN421,1,NA,yes,Backward,5to1,DK,NA,0
BABSYN421,1,NA,yes,Backward,7to3,DK,NA,0
BABSYN421,1,NA,yes,Backward,8to4,DK,NA,0
BABSYN421,1,NA,yes,Forward,18to21,"18,19,20",NA,0
BABSYN421,1,NA,yes,Forward,21to24,"21,26,",NA,0
BABSYN421,1,NA,yes,Forward,35to39,"35,38,",NA,0
BABSYN421,1,NA,yes,Forward,4to9,"4,8",NA,0
BABSYN421,1,NA,yes,Forward,5to7,"5,5,5,5",NA,0
BABSYN421,1,NA,yes,Forward,6to12,"6,8,19",NA,0
BABSYN421,1,NA,yes,next,target23,68,NA,0
BABSYN421,1,NA,yes,next,target29,1,NA,0
BABSYN421,1,NA,yes,next,target37,2,NA,0
BABSYN421,1,NA,yes,next,target40,8,NA,0
BABSYN421,1,NA,yes,next,target59,52,NA,0
BABSYN421,1,NA,yes,next,target62,98,NA,0
BABSYN421,1,NA,yes,next,target70,1,NA,0
BABSYN421,1,NA,yes,next,target86,1,NA,0
BABSYN421,1,NA,yes,skip,by10s,DK,NA,0
BABSYN421,1,NA,yes,skip,by2s,DK,NA,0
BABSYN421,1,NA,yes,skip,by5s,DK,NA,0
BABSYN422,1,NA,yes,Backward,13to9,"91,62",NA,0
BABSYN422,1,NA,yes,Backward,18to14,"18,19,60",NA,0
BABSYN422,1,NA,yes,Backward,26to22,"27,28,29",NA,0
BABSYN422,1,NA,yes,Backward,5to1,"3,2,1",Counted all #'s in correct order,1
BABSYN422,1,NA,yes,Backward,7to3,"5,4,3",Counted all #'s in correct order,1
BABSYN422,1,NA,yes,Backward,8to4,"6,5,4",Counted all #'s in correct order,1
BABSYN422,1,NA,yes,Forward,18to21,"18,68,91",NA,0
BABSYN422,1,NA,yes,Forward,21to24,"21,20,60,80,6",NA,0
BABSYN422,1,NA,yes,Forward,35to39,"35,60,80,11,12",NA,0
BABSYN422,1,NA,yes,Forward,4to9,"4,70,6,90",NA,0
BABSYN422,1,NA,yes,Forward,5to7,"5,7,9,6",NA,0
BABSYN422,1,NA,yes,Forward,6to12,"6,8,90,6,70",NA,0
BABSYN422,1,NA,yes,next,target23,24,NA,1
BABSYN422,1,NA,yes,next,target29,26,NA,0
BABSYN422,1,NA,yes,next,target37,38,NA,1
BABSYN422,1,NA,yes,next,target40,41,NA,1
BABSYN422,1,NA,yes,next,target59,56 or fifty-ten,NA,0
BABSYN422,1,NA,yes,next,target62,63,NA,1
BABSYN422,1,NA,yes,next,target70,71,NA,1
BABSYN422,1,NA,yes,next,target86,89,NA,0
BABSYN422,1,NA,yes,skip,by10s,"65,80",NA,0
BABSYN422,1,NA,yes,skip,by2s,DK,NA,0
BABSYN422,1,NA,yes,skip,by5s,DK,NA,0
BABSYN423,1,NA,yes,Backward,13to9,"13, 12, 11, 10, 9",Counted all #'s in correct order,1
BABSYN423,1,NA,yes,Backward,18to14,"18, 17, 16, 15, 14",Counted all #'s in correct order,1
BABSYN423,1,NA,yes,Backward,26to22,"26, 25, 24, 23, 22",Counted all #'s in correct order,1
BABSYN423,1,NA,yes,Backward,5to1,"5, 4, 3, 2, 1",Counted all #'s in correct order,1
BABSYN423,1,NA,yes,Backward,7to3,"7, 6, 5, 4, 3",Counted all #'s in correct order,1
BABSYN423,1,NA,yes,Backward,8to4,"8, 7, 6, 5, 4, 3",Counted all #'s in correct order,1
BABSYN423,1,NA,yes,Forward,18to21,"18, 19, 20, 21",Counted all #'s in correct order,1
BABSYN423,1,NA,yes,Forward,21to24,"21, 22, 23, 24",Counted all #'s in correct order,1
BABSYN423,1,NA,yes,Forward,35to39,"35, 36, 37, 38,",NA,0
BABSYN423,1,NA,yes,Forward,4to9,"4, 5, 6, 7,",NA,0
BABSYN423,1,NA,yes,Forward,5to7,"5, 6, 7",Counted all #'s in correct order,1
BABSYN423,1,NA,yes,Forward,6to12,"6, 7, 8, 9, 10,",NA,0
BABSYN423,1,NA,yes,next,target23,24,NA,1
BABSYN423,1,NA,yes,next,target29,30,NA,1
BABSYN423,1,NA,yes,next,target37,38,NA,1
BABSYN423,1,NA,yes,next,target40,41,NA,1
BABSYN423,1,NA,yes,next,target59,60,NA,1
BABSYN423,1,NA,yes,next,target62,63,NA,1
BABSYN423,1,NA,yes,next,target70,71,NA,1
BABSYN423,1,NA,yes,next,target86,87,NA,1
BABSYN423,1,NA,yes,skip,by10s,"10, 20, 30, 40",NA,0
BABSYN423,1,NA,yes,skip,by2s,"2, 4, 6, 8, 10",Counted all #'s in correct order?,1
BABSYN423,1,NA,yes,skip,by5s,"5, 10, 20, 30",NA,0
BABSYN424,1,NA,yes,Backward,13to9,"13, 12, 11, 10, 9",Counted all #'s in correct order,1
BABSYN424,1,NA,yes,Backward,18to14,"18, 17, 16, 15, 14",Counted all #'s in correct order,1
BABSYN424,1,NA,yes,Backward,26to22,"25, 24, 23, 22",Counted all #'s in correct order,1
BABSYN424,1,NA,yes,Backward,5to1,"4, 3, 2, 1",Counted all #'s in correct order,1
BABSYN424,1,NA,yes,Backward,7to3,"7, 6, 5, 4, 3",Counted all #'s in correct order,1
BABSYN424,1,NA,yes,Backward,8to4,"8, 7, 6, 5, 4,",Counted all #'s in correct order,1
BABSYN424,1,NA,yes,Forward,18to21,"19, 20, 21, 22,",Counted all #'s in correct order,1
BABSYN424,1,NA,yes,Forward,21to24,"21, 22, 23, 24",Counted all #'s in correct order,1
BABSYN424,1,NA,yes,Forward,35to39,"35, 36, 37, 38, 39",Counted all #'s in correct order,1
BABSYN424,1,NA,yes,Forward,4to9,"4, 5, 6, 7, 8, 9",Counted all #'s in correct order,1
BABSYN424,1,NA,yes,Forward,5to7,"5, 6, 7",Counted all #'s in correct order,1
BABSYN424,1,NA,yes,Forward,6to12,"7, 8, 9, 10, 11, 12",Counted all #'s in correct order,1
BABSYN424,1,NA,yes,next,target23,24,NA,1
BABSYN424,1,NA,yes,next,target29,30,NA,1
BABSYN424,1,NA,yes,next,target37,38,NA,1
BABSYN424,1,NA,yes,next,target40,41,NA,1
BABSYN424,1,NA,yes,next,target59,60,NA,1
BABSYN424,1,NA,yes,next,target62,63,NA,1
BABSYN424,1,NA,yes,next,target70,71,NA,1
BABSYN424,1,NA,yes,next,target86,87,NA,1
BABSYN424,1,NA,yes,skip,by10s,"20, 30, 40, 50",Counted all #'s in correct order?,1
BABSYN424,1,NA,yes,skip,by2s,"6, 8, 10",Counted all #'s in correct order?,1
BABSYN424,1,NA,yes,skip,by5s,"15, 20, 25",Counted all #'s in correct order?,1
BABSYN425,1,NA,yes,Backward,13to9,IDK,NA,0
BABSYN425,1,NA,yes,Backward,18to14,IDK,NA,0
BABSYN425,1,NA,yes,Backward,26to22,"24, 23, 22",Counted all #'s in correct order,1
BABSYN425,1,NA,yes,Backward,5to1,"3, 2, 1",Counted all #'s in correct order,1
BABSYN425,1,NA,yes,Backward,7to3,"5, 4, 3",Counted all #'s in correct order,1
BABSYN425,1,NA,yes,Backward,8to4,"6, 5, 4,",Counted all #'s in correct order,1
BABSYN425,1,NA,yes,Forward,18to21,IDK,NA,0
BABSYN425,1,NA,yes,Forward,21to24,"22, 23, 24",Counted all #'s in correct order,1
BABSYN425,1,NA,yes,Forward,35to39,"35, 36, 37, 38, 39",Counted all #'s in correct order,1
BABSYN425,1,NA,yes,Forward,4to9,"4, 5, 6, 7, 8, 9",Counted all #'s in correct order,1
BABSYN425,1,NA,yes,Forward,5to7,"5, 6, 7",Counted all #'s in correct order,1
BABSYN425,1,NA,yes,Forward,6to12,"7, 8, 9, 10, 11, 12",Counted all #'s in correct order,1
BABSYN425,1,NA,yes,next,target23,24,NA,1
BABSYN425,1,NA,yes,next,target29,27,NA,0
BABSYN425,1,NA,yes,next,target37,38,NA,1
BABSYN425,1,NA,yes,next,target40,41,NA,1
BABSYN425,1,NA,yes,next,target59,57,NA,0
BABSYN425,1,NA,yes,next,target62,63,NA,1
BABSYN425,1,NA,yes,next,target70,78,NA,0
BABSYN425,1,NA,yes,next,target86,87,NA,1
BABSYN425,1,NA,yes,skip,by10s,"30,",NA,0
BABSYN425,1,NA,yes,skip,by2s,"6, 8, 10",Counted all #'s in correct order?,1
BABSYN425,1,NA,yes,skip,by5s,IDK,NA,0
BABSYN426,1,NA,yes,Backward,13to9,"13, 12, 11, 10, 9",Counted all #'s in correct order,1
BABSYN426,1,NA,yes,Backward,18to14,"16, 15, 14",Counted all #'s in correct order,1
BABSYN426,1,NA,yes,Backward,26to22,"26, 25, 24, 23, 22",Counted all #'s in correct order,1
BABSYN426,1,NA,yes,Backward,5to1,"5, 4, 3, 2, 1",Counted all #'s in correct order,1
BABSYN426,1,NA,yes,Backward,7to3,"7, 6, 5, 4, 3",Counted all #'s in correct order,1
BABSYN426,1,NA,yes,Backward,8to4,"8, 7, 6, 5, 4",Counted all #'s in correct order,1
BABSYN426,1,NA,yes,Forward,18to21,"1-17 in head, 18, 19, 20, 21","Counted all #'s in correct order,Started counting from smaller #",0
BABSYN426,1,NA,yes,Forward,21to24,"21, 22, 23, 24",Counted all #'s in correct order,1
BABSYN426,1,NA,yes,Forward,35to39,"35, 36, 37, 38, 39",Counted all #'s in correct order,1
BABSYN426,1,NA,yes,Forward,4to9,"4, 5, 6, 7, 8, 9",Counted all #'s in correct order,1
BABSYN426,1,NA,yes,Forward,5to7,"5, 6, 7",Counted all #'s in correct order,1
BABSYN426,1,NA,yes,Forward,6to12,"6, 7, 8, 9, 10, 11, 12",Counted all #'s in correct order,1
BABSYN426,1,NA,yes,next,target23,24,NA,1
BABSYN426,1,NA,yes,next,target29,30,NA,1
BABSYN426,1,NA,yes,next,target37,38,NA,1
BABSYN426,1,NA,yes,next,target40,41,NA,1
BABSYN426,1,NA,yes,next,target59,60,NA,1
BABSYN426,1,NA,yes,next,target62,63,NA,1
BABSYN426,1,NA,yes,next,target70,71,NA,1
BABSYN426,1,NA,yes,next,target86,87,NA,1
BABSYN426,1,NA,yes,skip,by10s,"20, 30, 50",NA,0
BABSYN426,1,NA,yes,skip,by2s,"4, 6, 8, 12, 13",NA,0
BABSYN426,1,NA,yes,skip,by5s,"20, 30, 50,",NA,0
BABSYN427,1,NA,yes,Backward,13to9,"14, 15, 16",NA,0
BABSYN427,1,NA,yes,Backward,18to14,"18, 17, 18, 17, 18, 19",NA,0
BABSYN427,1,NA,yes,Backward,26to22,"25, 26, 27, 28",NA,0
BABSYN427,1,NA,yes,Backward,5to1,"5, 4, 3, 2, 1",Counted all #'s in correct order,1
BABSYN427,1,NA,yes,Backward,7to3,"7, 6, 9, 13, 8",NA,0
BABSYN427,1,NA,yes,Backward,8to4,"8, 7, 6, 9, 11",NA,0
BABSYN427,1,NA,yes,Forward,18to21,"18, 15, 16, 17, 18, 19, 20",NA,0
BABSYN427,1,NA,yes,Forward,21to24,"21, 22, 23, 24",Counted all #'s in correct order,1
BABSYN427,1,NA,yes,Forward,35to39,"35, 36, 37, 38, 39",Counted all #'s in correct order,1
BABSYN427,1,NA,yes,Forward,4to9,"4, 5, 6, 7, 8, 9",Counted all #'s in correct order,1
BABSYN427,1,NA,yes,Forward,5to7,"5, 4, 3, 2, 1",NA,0
BABSYN427,1,NA,yes,Forward,6to12,"6, 9, 7, 8, 5",NA,0
BABSYN427,1,NA,yes,next,target23,IDK,NA,0
BABSYN427,1,NA,yes,next,target29,6,NA,0
BABSYN427,1,NA,yes,next,target37,5,NA,0
BABSYN427,1,NA,yes,next,target40,6,NA,0
BABSYN427,1,NA,yes,next,target59,70,NA,0
BABSYN427,1,NA,yes,next,target62,5,NA,0
BABSYN427,1,NA,yes,next,target70,40,NA,0
BABSYN427,1,NA,yes,next,target86,20,NA,0
BABSYN427,1,NA,yes,skip,by10s,"10, 20, 1, 2, 3",NA,0
BABSYN427,1,NA,yes,skip,by2s,"2, 4, 5, 6, 7, 8",NA,0
BABSYN427,1,NA,yes,skip,by5s,"5, 10, 11, 12",NA,0
BABSYN428,1,NA,yes,Backward,13to9,"9,8,7",NA,0
BABSYN428,1,NA,yes,Backward,18to14,"19,21",NA,0
BABSYN428,1,NA,yes,Backward,26to22,"twenty-eleven, twenty-twelve",NA,0
BABSYN428,1,NA,yes,Backward,5to1,couldn't hear response,NA,0
BABSYN428,1,NA,yes,Backward,7to3,couldn't hear response,NA,0
BABSYN428,1,NA,yes,Backward,8to4,"8,9,11,12",NA,0
BABSYN428,1,NA,yes,Forward,18to21,"18,19,12",NA,0
BABSYN428,1,NA,yes,Forward,21to24,"20,6,11",NA,0
BABSYN428,1,NA,yes,Forward,35to39,"6,7,8",NA,0
BABSYN428,1,NA,yes,Forward,4to9,"4,3,2,1",NA,0
BABSYN428,1,NA,yes,Forward,5to7,"5,4,9",NA,0
BABSYN428,1,NA,yes,Forward,6to12,"6,11",NA,0
BABSYN428,1,NA,yes,next,target23,DK,NA,0
BABSYN428,1,NA,yes,next,target29,26,NA,0
BABSYN428,1,NA,yes,next,target37,29,NA,0
BABSYN428,1,NA,yes,next,target40,26,NA,0
BABSYN428,1,NA,yes,next,target59,11,NA,0
BABSYN428,1,NA,yes,next,target62,30,NA,0
BABSYN428,1,NA,yes,next,target70,79,NA,0
BABSYN428,1,NA,yes,next,target86,36,NA,0
BABSYN428,1,NA,yes,skip,by10s,"21,22,23",NA,0
BABSYN428,1,NA,yes,skip,by2s,"5,6,7",NA,0
BABSYN428,1,NA,yes,skip,by5s,"11,12,13",NA,0
BABSYN429,1,NA,yes,Backward,13to9,"18,24,25,26",NA,0
BABSYN429,1,NA,yes,Backward,18to14,"14,15,16,17",NA,0
BABSYN429,1,NA,yes,Backward,26to22,28,NA,0
BABSYN429,1,NA,yes,Backward,5to1,"5,4,3,2,1",Counted all #'s in correct order,1
BABSYN429,1,NA,yes,Backward,7to3,"8,9,10",NA,0
BABSYN429,1,NA,yes,Backward,8to4,"5,7,8",NA,0
BABSYN429,1,NA,yes,Forward,18to21,"18,20,100",NA,0
BABSYN429,1,NA,yes,Forward,21to24,"21,22,23,24",NA,0
BABSYN429,1,NA,yes,Forward,35to39,"35,35,36",NA,0
BABSYN429,1,NA,yes,Forward,4to9,"1,2,3,4,5,6,7,8",Started counting from smaller #,0
BABSYN429,1,NA,yes,Forward,5to7,"5,4,3,2,1",NA,0
BABSYN429,1,NA,yes,Forward,6to12,"6,5,4,3,2,1",NA,0
BABSYN429,1,NA,yes,next,target23,26,NA,0
BABSYN429,1,NA,yes,next,target29,25,NA,0
BABSYN429,1,NA,yes,next,target37,50,NA,0
BABSYN429,1,NA,yes,next,target40,six-o-five,NA,0
BABSYN429,1,NA,yes,next,target59,DK,NA,0
BABSYN429,1,NA,yes,next,target62,25,NA,0
BABSYN429,1,NA,yes,next,target70,22,NA,0
BABSYN429,1,NA,yes,next,target86,25,NA,0
BABSYN429,1,NA,yes,skip,by10s,"6,70,80,5,6",NA,0
BABSYN429,1,NA,yes,skip,by2s,"5,6,7,8,9",NA,0
BABSYN429,1,NA,yes,skip,by5s,"11,12,13,14",NA,0
BABSYN430,1,NA,yes,Backward,13to9,"13, 17, 18",NA,0
BABSYN430,1,NA,yes,Backward,18to14,"18, 17, 21, 22",NA,0
BABSYN430,1,NA,yes,Backward,26to22,"26, 25, 30, 31",NA,0
BABSYN430,1,NA,yes,Backward,5to1,"4, 3, 2, 1",Counted all #'s in correct order,1
BABSYN430,1,NA,yes,Backward,7to3,"7, 6, 4, 3, 2",NA,0
BABSYN430,1,NA,yes,Backward,8to4,"8, 7, 71,",NA,0
BABSYN430,1,NA,yes,Forward,18to21,"18, 19, 20, 21",Counted all #'s in correct order,1
BABSYN430,1,NA,yes,Forward,21to24,"21, 22, 23, 24",Counted all #'s in correct order,1
BABSYN430,1,NA,yes,Forward,35to39,"35, 22, 14, 15",NA,0
BABSYN430,1,NA,yes,Forward,4to9,"4, 3, 2, 1",NA,0
BABSYN430,1,NA,yes,Forward,5to7,"5, 6, 7",Counted all #'s in correct order,1
BABSYN430,1,NA,yes,Forward,6to12,"6, 11, 12",NA,0
BABSYN430,1,NA,yes,next,target23,4,NA,0
BABSYN430,1,NA,yes,next,target29,6,NA,0
BABSYN430,1,NA,yes,next,target37,11,NA,0
BABSYN430,1,NA,yes,next,target40,60,NA,0
BABSYN430,1,NA,yes,next,target59,17,NA,0
BABSYN430,1,NA,yes,next,target62,18,NA,0
BABSYN430,1,NA,yes,next,target70,5,NA,0
BABSYN430,1,NA,yes,next,target86,3,NA,0
BABSYN430,1,NA,yes,skip,by10s,"10, 20, 21, 22",NA,0
BABSYN430,1,NA,yes,skip,by2s,"2, 4, 5, 6",NA,0
BABSYN430,1,NA,yes,skip,by5s,"5, 10, 11, 12",NA,0
BABSYN431,1,NA,yes,Backward,13to9,"13, 12, 11, 10, 9",Counted all #'s in correct order,1
BABSYN431,1,NA,yes,Backward,18to14,"18, 17, 16,",NA,0
BABSYN431,1,NA,yes,Backward,26to22,IDK,NA,0
BABSYN431,1,NA,yes,Backward,5to1,"3, 2, 1",Counted all #'s in correct order,1
BABSYN431,1,NA,yes,Backward,7to3,"5, 4, 3,",Counted all #'s in correct order,1
